question,answer,content_row
What is the role of State Government departments in FPO development?,"The committee directs the respective State Government departments to assist in the identification of produce clusters that can be recommended to the N-PMAFSC. They also play a role in mobilizing farmers to form FPOs. Additionally, the State Government departments help in facilitating FPOs by providing assistance in obtaining licenses/registrations for inputs, shops/spaces in mandis, and infrastructure development related to production and post-production activities. They also ensure that FPOs are associated/involved in various farmers' centric schemes of the Government, to the extent feasible.",3128
How is the extension mechanism for FPOs implemented?,"The committee formulates an effective extension mechanism for FPOs, which is carried out through the existing State extension machinery. This means that the State extension machinery, which includes various departments and agencies responsible for agricultural extension services, will be involved in providing extension services and support to the FPOs. The extension mechanism aims to enhance their knowledge, skills, and capabilities, thereby contributing to the overall development and success of the FPOs.",3128
What are the stages of crop risks covered under the Scheme?,"The stages of crop risks covered under the Scheme include: Prevented Sowing/Planting/Germination Risk, Standing Crop (Sowing to Harvesting) Risk, Post-Harvest Losses Risk, Localized Calamities Risk, and Add-on coverage for crop loss due to attack by wild animals.",3173
What is Prevented Sowing/Planting/Germination Risk?,"Prevented Sowing/Planting/Germination Risk is when the insured area is prevented from sowing, planting, or germination due to deficit rainfall or adverse seasonal/weather conditions. In such cases, the farmers may experience crop loss.",3173
What risks are covered under Standing Crop (Sowing to Harvesting) Risk?,"Standing Crop (Sowing to Harvesting) Risk provides comprehensive risk insurance to cover yield losses due to non-preventable risks such as Drought, Dry spell, Flood, Inundation, widespread Pests and Disease attack, Landslides, Fire due to natural causes, Lightening, Storm, Hailstorm, and Cyclone.",3173
What is the coverage for Post-Harvest Losses?,"Post-Harvest Losses coverage is available for a maximum period of two weeks from harvesting for crops that need to be dried in cut and spread/small bundled condition in the field. This coverage protects against specific perils of Hailstorm, Cyclone, Cyclonic rains, and Unseasonal rains.",3173
What are the risks covered under Localized Calamities?,"Localized Calamities covers the loss/damage to notified insured crops resulting from the occurrence of identified localized risks such as Hailstorm, Landslide, Inundation, Cloud burst, and Natural fire due to lightning, affecting isolated farms in the notified area.",3173
What is the add-on coverage for crop loss due to attack by wild animals?,"The add-on coverage for crop loss due to attack by wild animals is an optional coverage that the States may consider providing. It is applicable where the risk is perceived to be substantial and identifiable. The notional premium for this coverage will be borne by the farmer, but the State Governments may consider providing additional subsidy on this coverage.",3173
What risks are covered under the Scheme?,"The Scheme covers the following risks: prevented sowing/planting/germination risk, standing crop risks from sowing to harvesting, post-harvest losses, localized calamities, and crop loss due to wild animal attack.",3173
What is prevented sowing/planting/germination risk?,"Prevented sowing/planting/germination risk refers to the situation where the insured area is unable to sow, plant, or germinate the crops due to inadequate rainfall or unfavorable seasonal/weather conditions.",3173
What risks are covered under standing crop insurance?,"Standing crop insurance provides comprehensive coverage for yield losses due to non-preventable risks such as drought, dry spell, flood, inundation, widespread pests and disease attack, landslides, fire due to natural causes, lightning, storm, hailstorm, and cyclone.",3173
What are post-harvest losses covered under the Scheme?,"Post-harvest losses are covered under the Scheme for a maximum period of two weeks from harvesting. This coverage applies to crops that require drying in cut and spread/small bundled condition in the field. The specific perils covered include hailstorm, cyclone, cyclonic rains, and unseasonal rains.",3173
What are localized calamities covered under the Scheme?,"The Scheme covers loss or damage to insured crops resulting from identified localized risks. These risks include hailstorm, landslide, inundation, cloud burst, and natural fire due to lightning. However, they only affect isolated farms in the notified area.",3173
What is the purpose of the meeting?,The purpose of the meeting is to avail Equity Grant support.,3149
How was the FPO formed?,The FPO was formed under a legal registration status.,3149
What is the basis of allocation for the grant?,The basis of allocation for the grant is the individual share money contribution by members and in accordance with the criteria laid down in the Scheme.,3149
How should the accounts of the grant be maintained?,The accounts of the grant should be maintained in a proper manner.,3149
Who is eligible to receive the benefit of the support?,"The benefit of the support shall be extended to shareholder members individually, as long as they are a member of the FPO.",3149
What happens if a shareholder member quits the FPO?,"If a shareholder member quits the FPO, the shares issued in lieu of the grant shall be retained by the FPO. They will not be paid to the member, but instead allocated to a new or additional existing member according to the scheme guidelines.",3149
What did the shareholders agree to in the AGM/EGM?,The shareholders agreed to abide by the Terms and Conditions of the Scheme.,3149
Who is authorized to sign the documents and forms pertaining to the support?,"The President or any one of the following Directors of the FPO, in the absence of the President and the Chief Executive, are authorized to sign all documents and forms pertaining to the support. Their signatures are given below and certified by the Bank.",3149
What should be done with the resolution?,The resolution should be communicated to a specified entity.,3149
Where will the meeting take place?,The place of the meeting has not been mentioned in the text.,3149
When will the meeting take place?,The date of the meeting has not been mentioned in the text.,3149
Why was the FPO formed?,The FPO was formed to avail Equity Grant support.,3149
What is the purpose of the Equity Grant support?,The purpose of the Equity Grant support is to enhance the business of the FPO.,3149
How will the fund allocation be determined?,The allocation of the fund will be based on the individual share money contribution by members and in accordance with the criteria laid down in the Scheme.,3149
How will the accounts of the grant be maintained?,The accounts of the grant will be maintained in a proper manner.,3149
Who is eligible for coverage in the insurance programme?,"All farmers, including sharecroppers and tenant farmers, growing the notified crops in the notified areas, are eligible for coverage. However, the farmers should have an insurable interest in the notified/insured crops. The non-loanee farmers are required to submit necessary documentary evidence of land records prevailing in the state, such as Records of Right (RoR) and Land Possession Certificate (LPC), as well as applicable contract/agreement details or other documents permitted by the concerned state government in the case of sharecroppers/tenant farmers. The requirements for submission of documents are specified by the respective states in their notification.",3169
What kind of farmers are required to submit land records?,"The non-loanee farmers are required to submit land records. These include sharecroppers and tenant farmers, who should provide necessary documentary evidence of land records prevailing in the state. Examples of such documents are Records of Right (RoR), Land Possession Certificate (LPC), or any other documents permitted by the concerned state government. The specific requirements for submission of documents are notified by the respective states themselves.",3169
What documents do non-loanee farmers need to submit?,"Non-loanee farmers, such as sharecroppers and tenant farmers, are required to submit necessary documentary evidence of land records. This evidence includes Records of Right (RoR), Land Possession Certificate (LPC), or any other documents specified by the concerned state government. The specific documents required may vary from state to state, as mentioned in the notification issued by the respective states.",3169
What are the land records that non-loanee farmers need to provide?,"Non-loanee farmers, including sharecroppers and tenant farmers, need to provide land records as per the requirements of the insurance programme. These land records may include documents such as Records of Right (RoR), Land Possession Certificate (LPC), or any other documents permitted by the concerned state government. The specific details of the required land records are mentioned in the notification issued by the respective states.",3169
Who defines the requirements for land record documentation?,"The requirements for land record documentation are defined by the respective states themselves. The concerned state government specifies the necessary documents that non-loanee farmers, such as sharecroppers and tenant farmers, need to submit. The details of these requirements are mentioned in the notification issued by the respective states.",3169
What should sharecroppers and tenant farmers provide as documentation?,"Sharecroppers and tenant farmers, who are non-loanee farmers, need to provide necessary documentation related to land records. This documentation may include Records of Right (RoR), Land Possession Certificate (LPC), or any other documents permitted by the concerned state government. The specific requirements for documentation vary from state to state, and these details are mentioned in the notification issued by the respective states.",3169
What is the eligibility criteria for farmers in the insurance programme?,"All farmers, including sharecroppers and tenant farmers, who grow the notified crops in the notified areas, are eligible for coverage in the insurance programme. However, it is important for the farmers to have an insurable interest in the crops that are being insured. This means that they should have a financial stake or ownership in the crops. Additionally, the non-loanee farmers are required to submit necessary documentary evidence of land records prevailing in the state, along with applicable contract/agreement details or other documents specified by the concerned state government in the case of sharecroppers/tenant farmers. The eligibility criteria and the required documentation may vary from state to state, and these details are mentioned in the notification issued by the respective states.",3169
What is insurable interest in the crops?,"Insurable interest in the crops refers to the farmers' financial stake or ownership in the crops. In order to be eligible for coverage in the insurance programme, the farmers should have a direct interest or involvement in the crops that are being insured. This ensures that they have a financial loss if the crops suffer from any perils or damages that are covered by the insurance. It is a way to determine the farmers' level of involvement and protect against fraudulent claims.",3169
Who is eligible for coverage under the insurance programme?,"All farmers, including sharecroppers and tenant farmers, who are growing the notified crops in the notified areas, are eligible for coverage.",3169
What percentage of the total budget for PMFBY is earmarked for administrative expenses?,At least 2% of the total budget for PMFBY is earmarked for administrative expenses.,3200
What are the various expenses covered by the earmarked budget for PMFBY?,"The earmarked budget for PMFBY covers expenses such as administrative expenses, publicity, yield/loss assessment expenses, purchase of smart phones, adoption of new technology, setting up of State Technical Support Unit (STSU), travelling, and contingency fund.",3200
What provisions has the Government of India made for separate allocations under the Crop Insurance program?,"The Government of India has made provisions for separate allocations under subheads like Salaries, Domestic Travel Expenses, Technology interventions, Office Expenses, other Administrative Expenses, and Professional Services for the Crop Insurance program under PMFBY/RWBCIS.",3200
What should the States do in terms of budgetary allocation for the Crop Insurance program?,"States should make provisions and budgetary allocation on similar lines, including a subhead for the incremental cost of CCEs.",3200
"What percentage of the total budget for PMFBY should be earmarked for administrative expenses, publicity, and yield/loss assessment expenses?","At least 2% of the total budget for PMFBY should be earmarked for administrative expenses, publicity, and yield/loss assessment expenses.",3200
What expenses can be covered using the earmarked budget for PMFBY?,"The earmarked budget for PMFBY can be used for administrative expenses, publicity, yield/loss assessment expenses, purchase of smart phones, adoption of new technology, setting up of State Technical Support Unit (STSU), travelling, and contingency fund.",3200
What provisions has the Government of India made for separate allocations under subheads in the Crop Insurance program under PMFBY/RWBCIS?,"The Government of India has made provisions for separate allocations under subheads like Salaries, Domestic Travel Expenses, Technology interventions, Office Expenses, other Administrative Expenses, and Professional Services for the Crop Insurance program under PMFBY/RWBCIS.",3200
What allocations should the states make for the Crop Insurance program under PMFBY/RWBCIS?,"The states should make provisions and budgetary allocation on similar lines as the Government of India, including subhead for the incremental cost of CCEs.",3200
What is the purpose of the request letter addressed to the Bank Manager on the original letterhead of FPO?,"The purpose of the request letter addressed to the Bank Manager on the original letterhead of FPO is to seek a specified amount of CGC (Credit Guarantee Certificate) on the bank's sanctioning authority. This letter needs to be confirmed by both the promoter and the bank, and it should be duly signed by the Branch Manager on each page.",3154
What are the enclosures required to be included with the request letter?,"The enclosures required to be included with the request letter are: 
1. Recommendation letter addressed to the recommending branch
2. Sanction letter of the bank
3. Bank's approved Term loan and Cash Credit (if sanctioned)
4. Up-to-date statement of account of the bank official as on a recent date
5. Appraisal/Process note bearing the signature of the sanctioning authority
6. Potential Impact on small farmer producers: Social Impact, Environmental Impact",3154
What is the purpose of the Implementation Schedule?,The purpose of the Implementation Schedule is to provide a timeline or plan for implementing the sanctioned Credit Facility. It outlines the steps and activities that need to be carried out to ensure the smooth execution of the proposed project or program.,3154
What is the Affidavit of the promoters?,"The Affidavit of promoters is a legal document wherein the promoters declare that they have not availed CGC (Credit Guarantee Certificate) from any other institution for the sanctioned Credit Facility. This affidavit needs to be provided to the bank, and it serves as a confirmation that the promoters solely rely on the CGC sought from the bank.",3154
What is the purpose of the Field Inspection Report of the bank official?,The purpose of the Field Inspection Report of the bank official is to provide an assessment of the project or program from a firsthand observation. This report reflects the findings and observations made by the bank official during the physical inspection of the proposed site or operations. It helps the bank in evaluating the feasibility and potential risks associated with the project.,3154
What are the mandatory documents required for equity certification?,"The mandatory documents required for equity certification are: 
a) Equity Certificate, C.A/CS certificate/RCS certificate filed with ROC (Registrar of Companies) for Company/RCS
b) FORM-2
 c) FORM-5
 d) FORM-23
It is important to note that documents filed at Column No. 1 (a), 2 (b), 2 (c), 4 (a), and 9 (a) are mandatory.",3154
What does the list of shareholders include?,The list of shareholders includes the names of individuals or entities who hold shares in the company. This list provides information about the ownership structure and distribution of shares among the shareholders. It is an important document to assess the ownership and control of the company.,3154
Why is the up-to-date statement of account required for the bank official?,"The up-to-date statement of account is required for the bank official to have a comprehensive understanding of the financial transactions and status of the borrower's account with the bank. It helps the official in evaluating the repayment capacity, existing liabilities, and financial health of the borrower, which are crucial factors in assessing the creditworthiness and risk associated with granting the requested credit facility.",3154
What does the Potential Impact on small farmer producers refer to?,"The Potential Impact on small farmer producers refers to the assessment of the social and environmental consequences or effects that the proposed project or initiative may have on the small farmers. It takes into account factors such as the livelihoods, socio-economic conditions, and environmental sustainability of the small farmers and aims to mitigate any potential negative impacts while promoting positive outcomes for their well-being and the environment.",3154
What is the purpose of the signature of the Branch Manager with branch seal on the date of the document?,The purpose of the signature of the Branch Manager with branch seal on the date of the document is to authenticate and validate the document. It serves as proof that the document has been verified by the Branch Manager and is genuine.,3154
Who is required to sign on each page of the original letterhead of the FPO?,The Branch Manager is required to sign on each page of the original letterhead of the FPO. This ensures that the document is complete and the contents are accurate. The signature on each page also demonstrates the approval and authorization of the Branch Manager.,3154
What is the purpose of the Promoter's request letter?,"The Promoter's request letter is a formal communication addressed to the Bank Manager. Its purpose is to request a specific action or favor from the bank. In this case, the letter is most likely requesting the bank's support or assistance in obtaining a Credit Guarantee Certificate (CGC). The letter outlines the reasons for the request and may include supporting documents or justifications.",3154
What is the significance of the Sanction letter?,"The Sanction letter is of great significance as it is a formal document issued by the bank to confirm the approval of a loan or credit facility. This letter outlines the terms and conditions of the sanctioned loan, such as the amount, interest rate, repayment schedule, and any collateral or security requirements. The Sanction letter is binding and serves as proof of the bank's commitment to provide the requested funds or credit facility.",3154
"Why is capacity building, training, and skill development important for the development of FPOs?","Capacity building, training, and skill development are important for the development of FPOs because they enable CEOs, BoDs, and other stakeholders to acquire the necessary knowledge and skills to run the business activities successfully. It helps in creating robust FPOs that can operate on a self-sustainable basis. The training includes transfer of technology and innovation, covering various aspects of the agricultural value chain such as crop husbandry, value addition, processing, marketing, trading, export, supply chain, grading, branding, packaging, accounting, auditing, compliance requirements, incubation, ICT & MIS, and best practices.",3121
Which institution is designated as the Nodal Training Institution at the central level for FPOs?,"The Bankers Institute of Rural Development (BIRD), Lucknow is designated as the Nodal Training Institution at the central level for FPOs.",3121
Which organizations will the BIRD work in partnership with for training FPOs?,"The BIRD will work in partnership with other reputed organizations such as NIRD, MANAGE, NIAM, NIFTEM, VAMNICOM, IRMA, Anand, ASCI, Hyderabad, State and Central Government Agriculture Universities, National Level Skill Development Universities, KVKs, and other National Level Management and Skill Development Institutions.",3121
Who will prepare the training module and training schedule for FPOs?,The BIRD in consultation with NABARD and DAC&FW will prepare the training module and training schedule for FPOs.,3121
How are the training expenses shared when BIRD is the nodal agency?,"When BIRD is the nodal agency, the training expenses are equally shared by DAC&FW and NABARD. BIRD will claim the expenses from DAC&FW and submit the utilization certificate through NABARD after the training program is over.",3121
What topics are covered in the training for the promotion of FPOs?,"The training for the promotion of FPOs covers topics such as organizational management/behavior, crop husbandry, value addition, processing, marketing, trading, export, supply chain, grading, branding, packaging, accounting, auditing, compliance requirements, incubation, ICT & MIS, and best practices.",3121
Which stakeholders are identified by the Nodal training institution for capacity building and skill development?,The Nodal training institution identifies CEOs/BoDs and other stakeholders for capacity building and skill development.,3121
Which agencies are allowed/designated as Implementing Agencies for FPOs?,The allowed/designated Implementing Agencies for FPOs include those incorporated under Part IX A of Companies Act or registered under Co-operative Societies Act.,3121
Why is capacity building important for the development of FPOs?,"Capacity building is important for the development of Farmer Producer Organizations (FPOs) because it helps in providing training and skill development to CEOs/BoDs and other stakeholders. This training is essential for running FPOs successfully on a self-sustainable basis. It involves the transfer of technology, innovation, and knowledge related to various aspects of the agricultural value chain such as crop husbandry, value addition, processing, marketing, trading, export, supply chain, grading, branding, packaging, accounting, auditing, compliance requirements, incubation, and ICT & MIS.",3121
Why is it important to ensure the flow of credit to the agriculture sector?,"Ensuring the flow of credit to the agriculture sector is important because it contributes to food security, crop diversification, and enhances the growth and competitiveness of the agriculture sector. It also protects farmers from production risks by providing them with the necessary financial support to invest in their farming activities, purchase inputs, and cover operational expenses. Without access to credit, farmers may face financial constraints that could hamper their ability to increase production, adopt new technologies, and mitigate risks.",3165
What are the benefits of ensuring credit flow to the agriculture sector?,"Ensuring credit flow to the agriculture sector has several benefits. Firstly, it enhances food security by enabling farmers to invest in modern agricultural practices, such as improved irrigation systems and high-quality seeds, leading to increased crop production. Secondly, it promotes crop diversification by offering financial assistance to farmers who want to explore new crops and reduce reliance on monoculture. Thirdly, it contributes to the growth and competitiveness of the agriculture sector by enabling farmers to invest in machinery, equipment, and infrastructure upgrades. Lastly, it plays a crucial role in protecting farmers from production risks, such as natural disasters or market fluctuations, by providing them with the necessary financial cushion to recover and sustain their farming activities.",3165
How does credit flow to the agriculture sector contribute to food security?,"Credit flow to the agriculture sector contributes to food security by enabling farmers to access the funds needed to invest in agricultural inputs like seeds, fertilizers, and pesticides. With increased credit availability, farmers can afford these essential resources, thereby increasing crop production and ensuring a steady food supply. Moreover, credit also facilitates the adoption of modern agricultural practices and technologies, such as mechanization and precision farming, which can further enhance productivity and food security. By providing financial support, credit flow to the agriculture sector empowers farmers to overcome economic barriers and produce sufficient food to meet the growing demands of the population.",3165
How does ensuring credit flow protect farmers from production risks?,"Ensuring credit flow protects farmers from production risks by providing them with the necessary financial resources to cope with unforeseen events or challenges. For example, in the case of a natural disaster like a drought or floods, farmers may incur significant losses in terms of crop damage or livestock loss. With access to credit, farmers can recover from such setbacks by being able to replace lost assets, purchase new livestock or seeds, or invest in alternative income-generating activities. Credit also helps farmers manage market risks, such as price fluctuations, by allowing them to store or process their produce until the market conditions are favorable. Overall, credit flow acts as a safety net for farmers, ensuring their resilience to various production risks that could otherwise jeopardize their livelihoods.",3165
In what ways does credit flow enhance the growth and competitiveness of the agriculture sector?,"Credit flow enhances the growth and competitiveness of the agriculture sector through multiple avenues. Firstly, it enables farmers to invest in modern agricultural technologies and machinery, which can significantly improve productivity and efficiency. For example, farmers can purchase advanced irrigation systems, automated equipment, or precision farming technologies that optimize resource utilization and minimize wastage. Secondly, credit allows farmers to invest in infrastructure upgrades, such as constructing storage facilities or establishing processing units, which adds value to their produce and enables better market linkages. Thirdly, it supports research and development initiatives in agriculture, as credit can fund innovation and adoption of new farming practices. Finally, credit flow promotes entrepreneurship in the agriculture sector by enabling farmers to explore new ventures or diversify their farming activities, ultimately fostering growth and increasing competitiveness.",3165
How does credit flow contribute to crop diversification?,"Credit flow contributes to crop diversification by providing financial support to farmers who wish to explore new crops or diversify their existing crop portfolio. The availability of credit allows farmers to invest in the necessary inputs, such as new seeds, equipment, or infrastructure, required for cultivating different crops. With financial assistance, farmers can overcome the initial investment barriers and take calculated risks in experimenting with diverse crop varieties. Crop diversification offers numerous benefits, such as reducing dependency on a single crop, mitigating the impact of crop failures or pests, and exploring potential niche markets. By facilitating crop diversification, credit flow expands the range of agricultural products, contributes to farm income stability, and enhances overall resilience in the agriculture sector.",3165
What are the potential risks faced by farmers in the absence of credit flow?,"In the absence of credit flow, farmers face several potential risks that can hamper their productivity and livelihoods. Firstly, without access to credit, farmers may struggle to invest in agricultural inputs like improved seeds, fertilizers, or machinery, limiting their ability to adopt modern farming techniques and achieve optimal yields. Secondly, farmers may face difficulties in managing production risks associated with natural disasters, such as droughts or floods, as they lack the necessary financial resources to recover and restart their farming activities. Thirdly, the absence of credit can expose farmers to market risks, such as price fluctuations or volatility, leaving them vulnerable to financial losses when selling their produce. Additionally, the absence of credit may hinder farmers' capacity to expand their operations, explore new business opportunities, or diversify their crops, thereby limiting their potential for growth and competitiveness in the agriculture sector.",3165
How does credit flow to the agriculture sector benefit smallholder farmers?,"Credit flow to the agriculture sector is particularly beneficial for smallholder farmers who often face limited financial resources and are more vulnerable to risks. It provides smallholders with the much-needed financial support to invest in their farming activities, purchase inputs, and cover operational costs. With access to credit, smallholder farmers can overcome the financial barriers that often restrict their ability to expand their farms, adopt new technologies, or invest in sustainable practices. Furthermore, credit flow empowers smallholders to cope with unexpected challenges, such as crop failures, pests, or market fluctuations, by providing them with the necessary funds to recover and sustain their livelihoods. Overall, credit flow plays a crucial role in supporting smallholder farmers, enhancing their resilience, and promoting inclusive growth in the agriculture sector.",3165
How does credit flow contribute to the overall development of the agriculture sector?,"Credit flow contributes to the overall development of the agriculture sector by providing the necessary financial resources for various aspects of growth. Firstly, credit enables farmers to invest in modern agricultural technologies, infrastructure upgrades, and research and development initiatives that enhance productivity, efficiency, and innovation in farming practices. Secondly, credit supports the adoption of sustainable and climate-smart agricultural practices, such as organic farming or agroforestry, that promote environmental conservation and resilience. Thirdly, credit facilitates market linkages and value addition activities, empowering farmers to access better prices, store or process their produce, and tap into new market opportunities. Lastly, credit flow fosters entrepreneurship, encourages crop diversification, and improves the overall competitiveness of the agriculture sector, leading to sustainable and inclusive agricultural development.",3165
What is the purpose of ensuring flow of credit to the agriculture sector?,"The purpose of ensuring flow of credit to the agriculture sector is to contribute to food security, crop diversification, enhance growth and competitiveness of the agriculture sector, and protect farmers from production risks. This means that by providing credit, farmers can invest in their farms, expand their production, experiment with new crops, improve their techniques, and ensure a stable food supply for the country.",3165
How does ensuring flow of credit to the agriculture sector contribute to food security?,"Ensuring flow of credit to the agriculture sector contributes to food security by enabling farmers to access financial resources to invest in their farms. With credit, farmers can purchase quality seeds, fertilizers, machinery, and equipment, which help increase the productivity and yield of their crops. This, in turn, leads to a higher food production, ensuring food security for the country.",3165
What is the requirement for the shareholder list and share capital contribution?,The requirement for the shareholder list and share capital contribution is to have it verified and certified by a Chartered Accountant (CA) prior to submission. This verification and certification need to be done using the format provided in Annexure I- Enclosure-I.,3147
What is the resolution needed for seeking equity grant for members?,The resolution needed for seeking equity grant for members is the resolution of FPO Board/Governing Council. This resolution should be in the format attached in Annexure I- Enclosure-II.,3147
What information should be included in the consent of shareholders?,"The consent of shareholders should include the name of the shareholder, gender, number of shares held, face value of shares, land holding, and signature. The purpose of the consent is to express the agreement for the Implementing Agency to directly transfer the Equity Grant sanctioned to the FPC on their behalf, to FPC Bank account. Additionally, it should also signify the consent for the consideration of additional shares of equivalent value to be issued to them by FPC and the rules for exit-transfer of the shares.",3147
What are the requirements for the audited financials of FPO?,"The requirements for the audited financials of FPO are as follows: For FPO in existence for a minimum of 1 year, audited financials for a minimum of 1 year should be provided. For FPO formed less than three years prior to application, audited financials for all years of existence should be provided. For FPO in existence for 3 years or more, audited financials for the last 3 years should be provided. These audited financials need to be verified and certified by a Chartered Accountant (CA) prior to submission.",3147
What is the requirement for the photocopy of FPO Bank Account Statement?,The requirement for the photocopy of FPO Bank Account Statement is to have it authenticated by the Branch Manager. The statement should cover the last six months.,3147
What should the business plan and budget include?,"The business plan and budget should include the strategic plan and financial projections for the FPO for the next 18 months. It should outline the objectives, targets, and proposed activities to be carried out during that period. Additionally, it should include the estimated costs, revenue projections, and the financial resources needed to execute the plan.",3147
What are the identity proof options for the representatives/directors authorized by the board?,"The identity proof options for the representatives/directors authorized by the board are ration card, Aadhaar card, election identification card, and passport. One of these identity proofs should be provided along with their names, photographs, and signatures.",3147
How many board member authorized representatives should sign each page of the application form and accompanying documents?,A minimum of two board member authorized representatives should sign each page of the application form and accompanying documents.,3147
What are the requirements for the shareholder list and share capital contribution?,The requirements for the shareholder list and share capital contribution include verification and certification by a Chartered Accountant (CA) prior to submission. The format for this can be found in Annexure I-Enclosure-I.,3147
What is the resolution needed for seeking equity grant?,The FPO Board/Governing Council needs to pass a resolution to seek equity grant for members. The format for this resolution can be found in Annexure I-Enclosure-II.,3147
What information should be included in the consent of shareholders?,"The consent of shareholders should include the name of the shareholder, gender, number of shares held, face value of shares, land holding, and signature. This consent signifies their agreement for the Implementing Agency to directly transfer the Equity Grant to the FPC bank account. In return, additional shares of equivalent value will be issued to them by the FPC, and on exit, the shares will be transferred as per the rules. The format for this consent can be found in Annexure I-Enclosure-III.",3147
What is required in terms of the FPO's financials?,"The FPO needs to provide audited financial statements for a minimum of one year. For FPOs formed less than three years prior to the application, the financial statements for all years of existence should be provided. For FPOs in existence for three years or more, the financial statements for the last three years should be provided. These financials need to be verified and certified by a Chartered Accountant (CA) prior to submission.",3147
What is the name of the Implementing Agency and what are their contact details?,"The Implementing Agency in this case is either NABARD or NCDC. The contact details include the address, phone number, and possibly the fax number and email address. The complete postal address with the pin-code, phone number with STD, fax number, and email address should be mentioned.",3152
Who should sign each page of the application form?,Each page of the application form should be signed by the Branch head and Zonal Manager.,3152
What information is required about the applicant Bank Branch?,"The information required about the applicant Bank Branch includes the complete Postal Address with the pin-code, phone number with STD, fax number, and email address. Additionally, details of the authorized Designation, Mobile No., and E-Mail Address of the person from the Bank submitting the Claim should be provided.",3152
What information is required about the Borrower FPO?,"The information required about the Borrower FPO includes the name of the FPO, its constitution (e.g., Producer Organization), the registered office address with the pin-code, phone number, fax number, and e-mail address. If applicable, the business office address with the corresponding contact details should also be provided. The name of the CEO, along with their mobile number, should be mentioned. Additionally, details of the credit facility for which guarantee cover is sought should be provided, including whether it is for old, new, expansion, or technical upgradation purposes. A breakdown of the components such as inputs, processing, marketing, any other, and the total investment is also required.",3152
What information is required about the banking facilities sanctioned by the sanctioning authority?,"For the banking facilities sanctioned by the sanctioning authority, information such as the term-loan amount, outstanding amount, IRAC (Income Recognition and Asset Classification) status, and the respective dates of sanction should be provided. The same information is required for the cash credit facility. The details of the sanctioning office, branch, and ZO/RO (Zonal Office/Regional Office), as well as the designation of the sanctioning authority, should also be included. Additionally, the sanctioning authority approval and the sanction/appraisal note number along with the date, as well as the agenda number or minutes conveying the sanction, should be provided.",3152
What is the name and address of the controlling office of the Branch?,"The name and address of the controlling office of the branch, along with the pin-code, should be mentioned. Additionally, the name of the controlling authority, their mobile number, fax number, and e-mail address should be provided.",3152
What is the present status of the FPO activity?,"The present status of the FPO activity should be provided in component-wise details. This may include information about various components such as production, marketing, sales, finance, etc.",3152
What is the status of the accounts related to the FPO activity?,"The status of the accounts should be provided for the term-loan, including the amount of disbursement till date and the outstanding amount as of the current date.",3152
What is the name of the implementing agency?,The implementing agency can be either NABARD or NCDC.,3152
What are the details required for the address of the implementing agency?,"The implementing agency's address should be provided, including complete postal address, pin code, and phone number.",3152
Who should sign each page of the application form?,Each page of the application form should be signed by both the branch head and the zonal manager.,3152
What information is needed for the applicant bank branch?,"The applicant bank branch details include its complete postal address with pin code, phone number with STD code, fax number, email address, and details of the authorized person from the bank who is submitting the claim.",3152
What information is required for the borrower FPO?,"The borrower FPO details needed are its name, constitution (whether it is a producer organization), registered office address with pin code, phone number, fax number, email address, business office address (if any), name of CEO, and the credit facility for which guarantee cover is sought (old, new, expansion, or technical upgradation).",3152
What are the components for which details are required?,"The components for which details are required include inputs, processing, marketing, any other, and the total investment.",3152
What is LINAC and what is its role?,"LINAC, which stands for Laxmanrao Imandar National Academy for Co-operative Research & Development, is a training institution promoted by NCDC. It is designated as the Nodal Training Institution at the central level for Farmer Producer Organizations (FPOs) registered under Co-operative Societies Act and promoted by NCDC. LINAC works in partnership with other national and regional training institutions to develop training modules and schedules for FPOs.",3122
Which institutions does LINAC partner with for training purposes?,"LINAC partners with various reputed national and regional training institutions such as NIAM, VAMNICOM, MANAGE, NIRD, NCCT, IRMA, ASCI, State and Central Agriculture Universities, KVK, and other national level Management and Skill Development Institutions/Universities.",3122
What is the process for approval of LINAC's training module and schedule?,"LINAC, in consultation with NCDC and DAC&FW, prepares a training module and training schedule for the upcoming year. This module and schedule are then submitted to N-PMAFSC for approval.",3122
How are training expenses handled when LINAC is the nodal agency?,"When LINAC serves as the nodal agency, it claims the training expenses from DAC&FW through NCDC. After the training program is over, LINAC submits a utilization certificate through NCDC.",3122
Is there a possibility of other training institutes being designated as nodal training institutes?,"Yes, DAC&FW may identify and designate additional training institutes as nodal training institutes at the central level. These institutes will partner with national and regional level institutes for training and skill development.",3122
What is the preferred location for training programs conducted by central nodal training institutes?,The central nodal training institutes aim to conduct training programs preferably in the same State/UT where the FPO trainees are located. This reduces the burden of transportation cost (TA/DA) for the participants.,3122
"How often are Boards of Directors (BoDs), CEOs/Managers, and other stakeholders trained?","The Nodal Training Institutes ensure that BoDs, CEOs/Managers, and other stakeholders are trained twice a year.",3122
"What provisions are made for the boarding, lodging, and transportation of trainees?",Nodal Training Institutes are responsible for making arrangements for the boarding and lodging of trainees. They also reimburse the journey tickets to and fro to the extent of sleeper class train tickets and/or ordinary bus fare.,3122
What is the additional responsibility of Nodal Training Institutes regarding trainee and FPO performance?,Nodal Training Institutes are required to develop a methodology to monitor and track the performance of trainees and their respective FPO organizations to ensure the effectiveness of the training provided.,3122
