,id,content
2849,3082,"' (iv) In third and fourth year, performance of the CBBOs will be assessed  based on - (a) issuing Share Certificates to each member in third  year, if any; (b) audited Financial Statements for FPOs for second year and third year in due time and filing as required; (c) MoU and vendor registration as per Business Plan with Marketing Agencies/Institutional Buyers; (d) trading/uploading of produce in e-NAM/other sources, if any; (e) second tranche equity grant  to FPOs, if any; and (f) second tranche of credit guarantee facility, if any .    (v) In the fifth year, performance of the CBBOs will be assessed based on  (a) audited Statements of accounts of FPO and filing it; (b) 100% of agri-business plan executed and value chain developed;  (c) revenue model showing financial growth in last 3 consecutive  years; (d) detailed project completion Report; and (e) third tranche of credit guarantee facility if any.'"
2850,3083,"'8.1 The scheme on formation and promotion of 10,000 FPOs is to be implemented till  2023-24 with budgetary support of Rs. 4496.00 crore. Since financial support  excepting management cost is to be extended for five years, therefore, FPOs formed  will be required to be financially supported  till 2027-28, with the additional committed liability for period from 2024-25 till 2027-28 of Rs. 2369.00  crore say Rs. 2370.00 crore. Thus, the total budgetary requirement up to 2027-28 would be Rs. 6866.00 crore. The budget requirement is to be met from overall allocations of DAC&FW.'"
2851,3084,"'8.2.1   DAC&FW will make the advance release to the Implementing Agencies (IAs) on  six monthly basis based on recommendation of N-PMAFSC, Annual Action Plan (AAP) of IAs and the due utilization certificate submitted to meet out the expenses for engaging NPMA, FPO formation & incubation cost to CBBO and also meeting out the cost of FPO management cost direct to concerned FPOs account on recommendation of concerned CBBO and Equity Grant etc. for effective and timely implementation of the programme. The Implementing Agencies will develop the payment schedule based on their various stages and component of payment involved. The Implementing Agencies will raise the demand to DAC&FW for release of payment. The Implementing Agencies will submit utilization certificate of last payment released as per GFR for releasing the next payment to them. In case of training, NABARD and NCDC will submit to N- PMAFSC the training schedule for a year with tentative expenditure for training  through specialised training institutes organised through their respective nodal training Institute. DAC&FW will make due payment to NABARD and NCDC for training through specialised Institutions based on the demand raised by NABARD and NCDC respectively and utilisation certificate will be submitted to DAC&FW by both as due. Further, as regards DAC&FW's share towards Credit Guarantee Fund (CGF) to be maintained and managed by NABARD and NCDC, the DAC&FW will provide its matching share to NABARD and NCDC, as the case  may be,  which in turn will submit detailed status of utilization to DAC&FW before raising the further demand for next installment of CGF.'"
2852,3085,"'computed @ 3% of estimated annual expenditure in the form of supervision charges to meet the expenses incurred in discharge of their duties and responsibilities; while additional amount computed @ 2% will be given to them  based on their performance assessment.  The supervision amount will be released in two instalments and second instalment may be released after assessment of performance. This amount shall not include expenditure towards Credit Guarantee Scheme & Equity Grant. However, NABARD, as consented, will not charge any supervision charges for activities undertaken towards formation and promotion of FPOs under the Scheme. The expenditure on this  account of supervision charges will be met from the budget of this Scheme.                  The performance assessment will be done on quarterly or half yearly basis by  N-PMAFSC, as deems fit. The N-PMAFSC will recommend to DAC&FW for  consideration of release of additional amount @ up to 2%. The performance assessment criteria may be as under- (i) During the first four quarter , number of FPOs registered will be basis for  assessment of performance.  (ii) For the remaining period after one year, there may be criteria like  (a)  activeness of FPO exhibited by their activities; (b) adoption and execution of business development plan; and such other criteria as decided by N- PMAFSC.  (iii) Sustainability of FPOs formed.'"
2853,3086,"'9.1 The Formation and Incubation cost of CBBO, limited to maximum of  Rs. 25  lakh / FPO  of support or actual  which is lesser, is to be provided for five years from the year of formation. It includes cost towards undertaking baseline survey, mobilization of farmers, organizing awareness programmes and conducting exposure visits, professional hand holdings, incubation, cost of engaging CBBOs and other overheads etc. There is also a provision for cost of NPMA towards   manpower, establishment, travel and advisory and  maintaining MIS portal. This also includes a provision towards cost for development of appropriate overall ICT based MIS web portal for the Scheme.'"
2854,3087,"'10.1 Under the scheme, financial support to Farmer Producer Organization (FPO)      @ up to maximum of Rs. 18 lakh / FPO or actual, whichever is lesser is to be provided during three years from the year of formation. The financial support is not meant for reimbursing the entire administrative and management cost of FPO but it is to provide the financial support to the FPOs to the extent provided  to  make them sustainable and economically viable. Hence, the fourth year onwards of formation, the FPO has to manage their financial support from their own business activities. The indicative financial support broadly covers (i) the support for salary of its CEO/Manager (maximum up to Rs.25000/month) and Accountant (maximum up to Rs. 10000/month); (ii) one time registration cost(one time up to  maximum Rs. 40000 or actual whichever is lower); (iii) office rent (maximum up to Rs. 48,000/year); (iv) utility charges (electricity and telephone charges of office of FPO maximum up to Rs. 12000/year); (v) one-time cost for minor equipment (including furniture and fixture maximum up to Rs. 20,000); (vi) travel and meeting cost (maximum up to Rs.18,000/year); and (vii) misc. (cleaning, stationery etc. maximum up to Rs. 12,000/year). Any expenditure of operations, management, working capital requirement and infrastructure development etc., over and above this, will be met by the FPOs from their financial resources.  10.2 FPO being organization of farmers, it does not become feasible for FPO itself to  professionally administer its activities and day to day business, therefore, FPO requires some professionally equipped Manager/CEO to administer its activities and day to day business with a sole objective to make FPO economically sustainable and farmers' benefiting agri-enterprise. Not only for business  development but the value of professional is immense in democratizing the FPOs and strengthening its governing system.'"
2855,3088,"'To substantiate the fact, the most successful example is of dairy co-operative in India where professional managers have contributed immensely to make it a success. There are other so many examples which prove the absolute requirement of professional managers. The number of professional staff could depend on geographical spread of business operation, diversity of activities and volume of business. However, an FPO should have minimum a CEO/Manager and an Accountant. Accountant is required in FPO to look after its day to day accounting work. Based on requirement, FPO can engage other staff also.   10.3 The CEO/Manager is to be appointed by the executive body of the FPO who  should be either graduate in agriculture / agriculture marketing / agri-business management or BBA or equivalent. Locally available professionals with 10+2 and  preferably diploma in agriculture / agriculture marketing / agri-business management or in such other related areas may be preferable. The accountant should have educational qualification of 10+2 with Mathematics as a compulsory subject or alternatively with  Commerce or Accountancy background. If any members of the FPO meet the above criteria, they may be considered preferably in the selection process.  10.4 Under the scheme, financial support towards salary of CEO/Manager up to         @ Rs. 25,000/- per month and of Accountant up to @ Rs.10,000/- per month with annual increment up to 5% is to be provided from the earmarked financial support for first 3 years only. Thereafter, FPOs will manage from their own resources to pay the salary of CEO/Manager and Accountant. In order to create  interest of good professional activities of CEO/Accountant, the FPO may also offer higher payment with their own sources of funds on above of Govt. support. One CEO will provide full time services to one FPO at a time only.'"
2856,3089,"'It will be duty and responsibility of respective Board of Directors (BoDs) and CBBO that quality of services is rendered by CEO for developing the business for sustainability of the FPO.   10.5 **One time registration cost:** Under the scheme, the registration cost of  incorporating FPOs under Companies Act. or registering under Co-operative Societies Act. will be reimbursable up to a limit of Rs. 40,000/- or actual, whichever is less; and remaining, if any, will be borne by respective FPO.  10.6 FPO will forward the periodic utilization certificate for FPO management cost  received and utilized as may be necessary to Implementing Agency through concerned CBBO.'"
2857,3090,"'11.1 Producer members' own equity supplemented by a matching Equity Grant from  Government, which is required to strengthen financial base of FPOs and help them to get credit from financial institutions for their projects and working capital requirements for business development. Equity Grant shall be in the form of matching grant upto Rs. 2,000 per farmer member of FPO subject to maximum limit of Rs. 15.00 lakh fixed per FPO. This Equity Grant is not in the form of government participation in equity, but only as a matching grant to the FPOs as  farmer members' equity. Therefore, Rs.1,500 crore with DAC&FW is proposed in the scheme to cover all the 10,000 FPOs, if maximum permissible equity is contributed to all 10,000 FPOs.  11.2 **Objectives of Equity Grant:** The objectives of Equity Grant are   to (i) enhance  viability and sustainability of FPOs; (ii) increase credit worthiness of FPOs; and  (iii) enhance shareholding of members to increase their ownership and participation in their FPO.  11.3 **Eligibility Criteria for FPOs:** An FPO fulfilling following criteria shall be eligible to  apply  for Equity Grant under the Scheme-    (i) It shall be a legal entity as per para 2  of this guidelines. (ii) It has raised equity from its Members as laid down in its Articles of  Association/ Bye laws, as the case may be.  (iii) The number of its Individual Shareholders is in accordance with the terms  hereto read together with the Scheme.  (iv) Minimum 50% of its shareholders are small, marginal and landless tenant  farmers as defined by the Agriculture Census carried out periodically by the Ministry of Agriculture, GoI. Women farmers' participation as its shareholders is to be preferred.  (v) Maximum shareholding by any one member shall not be more than 10% of  total equity of the FPO.'"
2858,3091,"'  (vi) A farmer can be member in more than one FPO with different produce  clusters but he/she will be eligible only once(for any one FPO that he/she is a member) for the  matching equity grant up to his/her share.  (vii) In the Board of Directors (BoD) and Governing Body (GB), as the case may  be, there shall be adequate representation of women farmer member(s) and there should be minimum one woman member.   (viii)  It has a duly constituted Management Committee responsible for the  business of the FPO.  (ix) It has a business plan and budget for next 18 months that is based on a  sustainable, revenue model as may be determined by the Implementing Agency.'"
2859,3092,"'(i) The Equity Grant will be made available to the eligible FPOs to receive a  grant equivalent in amount to the equity contribution of their shareholder members in the FPO subject to its cap of Rs. 15 lakh per FPO.  Equity Grant sanctioned shall be released to respective Implementing Agency for transferring to the bank account of the FPO. The FPO shall, within 45 days of the receipt of the Equity Grant, issue additional shares to its shareholder members, equivalent in value to the amount of the Grant received by it, provided that the maximum grant per category of shareholder irrespective of  their share as aforesaid is as follows:   (ii) Individual Shareholder - up to Rs 2,000/- per member.  a) The criteria for calculation of Equity Grant (rounded off to the Share Unit  Value (subject to point a) to each shareholder member of the FPO (as per  authenticated copy of the Shareholders' Register maintained by the  Producers Company/ Co-operative Society as per the applicable  provisions of the relevant Act) is as follows: (i) Allocation of shares shall be on matching/ pro-rata basis of the  shareholders' current shareholding, subject to the maximum specified  above and ensuring that each shareholder member receives minimum one equity share.   (ii) If  the Grant sanctioned to the FPO is not sufficient to ensure a  minimum one share to all its shareholder members, allocation of grant  shall be based on the shareholders' current landholding,  starting with  shareholder with the least land holding / the smallest producer in case of allied activities/ or by transparent draw of lots where such identification is not possible.'"
2860,3093,"'  b) The FPO shall be allowed to draw the Equity Grant in a maximum of three  (3) tranches (within a period of 4 years of the first application and within the handholding period of CBBO) subject to the cap of Rs. 15 lakh per FPO, provided and to the extent that it is able to raise additional Member Equity to qualify for an additional matching grant within the overall ceiling of Rs. 15 lakh. The request for the second tranche shall be treated as a fresh application and the full process of due diligence shall be repeated.  c) In the event that a shareholder, who receives additional shares issued by  the FPO against Equity Grant sanctioned by the Implementing Agency, exits the FPO at any point after receiving the shares, the additional shares received by him/her in lieu of the Equity Grant and standing in his/her name must be transferred to another shareholder or new shareholder within 90 days of his/her exiting the FPO, through an open and transparent draw of lots. In such cases, the original shareholder cannot receive the value of the additional shares transferred to other/ new members.  d) DAC&FW may ask Implementing Agencies or Implementing Agencies on  its own motion shall have right to recall the Equity Grant amount from the FPO, which shall be legally liable to comply with the same in the case ofa) failure to issue additional shares to members against the Equity Grant received by the FPO within 45 days of its receipt;  b) closure / dissolution  of FPO within five years of the receipt of the Equity Grant; and  c) instances of misuse / misappropriation of the Equity Grant (viz. use of funds for activity other than mentioned in Memorandum of Association/Articles of Association/ Business plan of the FPO)  .'"
2861,3094,"'Eligible FPOs shall apply for the Equity Grant in the prescribed Application Form  (**Annexure-I**) only. Other mandatory documents required to be submitted along with the Application are listed below:   (i) Shareholder List and Share Capital contribution by each member verified and  certified by a Chartered Accountant (CA)/Co-operative Auditors prior to  submission(Enclosure-I of Annexure-I).  (ii) Resolution of the Board of Directors/Governing Body to seek Equity Grant for  members **(Enclosure-II of Annexure-I).**  (iii) Consent of shareholders, stating name of shareholder, gender, number of  shares held, face value of shares, land holding, signifying consent for Implementing Agencies to directly transfer the Equity Grant sanctioned to the FPO on their behalf, to FPO Bank account, against the consideration of additional shares of equivalent value to be issued to them by FPO and on  exit- transfer of the shares as per rules **(Enclosure-III of Annexure-I).**  (iv) If the FPO is in operation for more than one or more financial year then it  shall provide copy of the Audited Financial Statements of FPO for all years of existence of the FPO, verified and certified by a Chartered Accountant (CA)/ Cooperative Auditors prior to submission.  (v) In case FPO is in operation for period of less than one financial year,  Photocopy of Bank Account Statement for last six months authenticated by the Branch Manager of the \'Bank\' is required  (vi) Business Plan of FPO and budget for next 18 months. (vii) Names, photographs, and identity proof (anyone from among ration card,  Aadhaar card, election identification card, passport) of Representatives/ Directors authorized by the Board for executing and signing all documents under the Scheme. Each page of the Application Form and accompanying documents shall be signed by a minimum of two Board Member /Authorized Representatives of the FPO.'"
2862,3095,' Note: All the information/documents are to be verified by respective CBBOs while submitting the same to the respective Implementing Agencies.'
2863,3096,"'(i)The Implementing Agency shall undertake a due diligence process to establish the credibility, sustainability and viability of the FPO, before taking a decision on its application for Equity Grant. The Due diligence shall cover the following aspects- a). Governance; b). Business and Business Plan Viability; c). Management Capability; d). Financials. All the documents and information in this respect are to be routed to Implementing Agencies through respective CBBOs duly verified by them. (ii)Due diligence shall be conducted through Desk Appraisal by the implementing Agencies on the basis of documents received. The Implementing Agencies may seek assistance of NPMA in process of applying due diligence and if required may verify the claims.'"
2864,3097,"'The application shall be made by FPOs to the Implementing Agencies. After application of due diligence by Implementing Agencies, the proposal may be approved for sanction of Equity Grant. The Implementing Agency shall make demand of fund for disbursement under the Scheme as per their Annual Action Plan (AAP) to DAC&FW. Same may be released to Implementing Agency upon furnishing Utilization Certificate as described in para 8.2 of this guidelines.'"
2865,3098,"'(i) After accepting the terms of sanction, the FPO shall enter into Agreement  with Implementing Agencies.  (ii) Implementing Agencies shall transfer sanctioned funds to the FPO Account.'"
2866,3229,"'18.1   Wide Spread Calamities (based on season-end yield): The Scheme operates on the basis of 'Area    Approach' i.e., Defined Areas for each notified crop for widespread calamities and insurance unit is    Village/Village Panchayat or any other equivalent unit for major crops and for other crops it may be    the same unit or a unit of size higher than Village/ Village Panchayat level, to be decided by the State/    UT Govt.. State Govt. Department overseeing conduct of CCEs will submit yield data as per cut-off date    decided by SLCCCI, along with results of individual CCEs (conducted through smart phone using CCE    Agri App) on National Crop Insurance Portal. Yield data so arrived at will be approved/ uploaded by    the concerned authority/State nodal department and made available to Insurance Company.   18.2   CCEs shall be undertaken per crop per unit area of insurance  for notified crops*,on a sliding scale, as    indicated in Table 4 below:'"
2867,3099,"'The FPO shall submit the following documents to Implementing Agencies:  (i) List of additional shares issued by it to its shareholder members under the  Scheme, along with the respective Folio Numbers, verified and certified by a Chartered Accountant (CA), within 45 days of receiving the fund.  (ii) If the FPO does not honour its commitment in any manner whatsoever, either  in the matter of issuing shares or in notifying Implementing Agency within the specified time limit, the Equity Grant amount sanctioned and released by Implementing Agency to the FPO is liable to be cancelled and recalled by Implementing Agency, as detailed in the Agreement between Implementing Agency and FPO.'"
2868,3100,"'In the event of violation of any of the terms and conditions herein contained or  contained in the rules or any of the instructions issued by Implementing Agency from time to time or instances of misuse/misappropriation of the Equity Grant sanctioned and released to FPO by Implementing Agency, Implementing Agency shall have the right to demand and enforce forthwith repayment of the  entire amount of Equity Grant sanctioned by Implementing Agency along with appropriate damages.'"
2869,3101,"'12.1 In order to ensure access of FPOs to credit from mainstream Banks and  Financial Institutions, there is a need to create a dedicated fund. The dedicated  Credit Guarantee Fund (CGF) will provide suitable credit guarantee cover to accelerate flow of institutional credit to FPOs by minimizing the risk of financial institutions for granting loan to FPOs so as to improve their financial ability to execute better business plans leading increased profits.'"
2870,3102,'The primary objective of CGF is providing a Credit Guarantee Cover to Eligible Lending Institution (ELI) to enable them to provide collateral free credit to FPOs by minimising their lending risks in respect of loans.'
2871,3103,"'(i)A dedicated Fund of up to Rs. 1,500.00 crore will be created as CGF. Out of up to Rs. 1,500.00 crore CGF, up to Rs. 1,000.00 crore will be created, maintained and managed by NABARD and the rest of up to Rs. 500.00 crore by NCDC.   DAC&FW will annually contribute on matching share basis to CGF created, maintained and managed by NABARD and NCDC each contributing equal amount to respective CGF without paying any other management cost both NABARD & NCDC for managing the Fund. (ii)The FPOs promoted and registered under Co-operative Societies Act will have option to avail CGF maintained and managed either by NBARD or NCDC. The FPOs promoted and registered under Companies Act can avail CGF maintained and managed by NABARD.'"
2872,3104,"'i.  \'Credit Facility\' means any  fund based credit facility  extended by an Eligible  Lending Institution (ELI) to an Eligible Borrower  without any Collateral Security or Third Party Guarantee ;  ii.  \'Credit Guarantee Fund\' means the Credit Guarantee Fund for FPOs created  with NABARD and NCDC  respectively under the Scheme with matching grant from DAC&FW for the purpose of extending guarantee to the eligible lending institution(s) against their collateral free lending to  eligible FPOs;  iii.  \'Eligible Lending Institution (ELI)\' means a Scheduled Commercial Bank for  the time being included in the second Schedule to the Reserve Bank of India Act, 1934, Regional Rural Banks, Co-operative Banks, Cooperative Credit  Society, NEDFI, or any other institution (s) as may be decided by the NABARD and/or NCDC, as the case may be, in consultation with Government of India from time to time. NABARD and NCDC can also finance, if they so desire with the approval of DAC&FW/N-PMFSC. NBFCs and such other financing institutions with required net worth and track record may also serve as Eligible  Lending Institutions (ELIs), for lending to FPOs with a moderate spread between their cost of capital and lending rate. However, Standard Financial  Sector Rating Agency should have rated NBFC **to be AAA** to be considered as  ELI;  iv.  \'Guarantee Cover\' means maximum cover available per eligible FPO  borrower;  v.  \'Guarantee Fee\' means the onetime fee at a specified rate of the eligible  credit facility sanctioned by the ELI, payable by the ELI to NABARD or NCDC, as the case may be; and  vi.'"
2873,3105,"' \'Tenure of Guarantee Cover\' means the agreed tenure of the Term loan/  composite credit i.e. the maximum period of Guarantee Cover from the Guarantee start-up which shall run through the agreed tenure of the term credit, and where working capital facilities or Term loan alone are extended  and/or  continuing working capital arrangements granted along with the Term Loan, for a period of 5  years  or block of   5 years and/or loan / working capital credit or  composite credit facilities' termination date, whichever is earlier or such period  as may be specified by the NABARD or NCDC, as case may be.'"
2874,3106,"'(i)An ELI can avail Credit Guarantee for the FPO/Federation of FPOs, which are covered under the Scheme.   (ii)Further, it should be ensured that the ELI has extended / sanctioned within six months  of the date of application for the Guarantee or /in-principle agreed in writing / has expressed willingness in writing to sanction Term Loan/ Working Capital/ Composite Credit Facility without any collateral security or third party guarantee including personal guarantee of Board of Directors/Governing Body Members.'"
2875,3107,"'Under CGF, NABARD and NCDC, as the case may be, shall cover:   i.   Fund based Credit facilities already sanctioned / extended within six months  from the date of the application for the Guarantee Cover or intended to be extended singly or jointly by one or more than one Eligible Lending Institution  (ELI) to a single eligible FPO borrower by way of term loan and/or working capital/composite credit facilities without any collateral security and/or third party guarantees.  ii. The ELI can extend credit without any limit; however, the Guarantee Cover shall  be limited to the maximum guarantee cover specified under the Scheme.    iii. Non-Banking Financial Companies (NBFCs) and such other Financial   Institutions (FIs) with required net worth, track record  and rating  of AAA  may also be accommodated as Eligible Lending Institutions (ELIs), such NBFC should on-ward lend to FPOs with a moderate spread between their cost of capital and lending rate.'"
2876,3108,"'The following credit facilities shall not be eligible for Guarantee Cover under the Scheme:   i.   Any credit facility which has been sanctioned by the ELI against collateral  security and/ or third party guarantee.   ii.   Any credit facility  in  respect of which risks  are  additionally covered under  any scheme operated/administered by Reserve Bank of India/or by the  Government/or by any general insurer or any other person or association of persons carrying on the business of insurance, guarantee or indemnity.  iii. Any credit facility, which does not conform to, or is in any way inconsistent with,  the provisions of any law, or with any directives or instructions issued by the Central Government or the Reserve Bank of India, which is, for the time being, in force.   iv. Any credit facility granted to any borrower, who has himself availed of any other  credit facility covered under this scheme or under the schemes mentioned in clause (i), (ii) and (iii) above at any point in time.  v. Any credit facility that is overdue for repayment/ NPA taken over by the ELI from  any other lender or any other default converted into a credit facility.  vi. Any credit facility which is overdue for repayment.  vii. Any credit facility which has been rescheduled or restructured on becoming  overdue for repayment.'"
2877,3109,"'i. The credit guarantee cover per FPO will be limited to the project loan of Rs. 2  crore. In case of project loan up to Rs. 1 crore, credit guarantee cover will be 85% of bankable project loan with ceiling of Rs. 85 lakh; while in case of project  loan above Rs.1 crore and up to Rs. 2 crore, credit guarantee cover will be 75% of bankable project loan with a maximum ceiling of Rs. 150 lakh. However, for project loan over Rs. 2 crore of bankable projet loan, credit guarantee cover will be limited maximum upto Rs.2.0 crore only.  ii. ELI shall be eligible to seek Credit Guarantee Cover for a credit facility  sanctioned in respect of a single FPO borrower for a maximum of 2 times over a period of 5 years.   iii. In case of default, claims shall be settled up to 85% or 75 % of the amount in  default subject to maximum cover as specified above.   iv. Other charges such as penal interest, commitment charge, service charge, or  any other levies/ expenses, or any  costs whatsoever debited to the account of FPO by the ELI other than the contracted interest shall not qualify for Credit Guarantee Cover.  v. The Cover shall only be granted after the ELI enters into an agreement with  NABARD or NCDC, as the case may be, and shall be granted or delivered in accordance with the Terms and Conditions decided upon by NABARD or NCDC, as the case may be, from time to time.'"
2878,3110,"'The ELI shall be required to apply to NABARD or NCDC, as the case may be, for  Guarantee Cover in the specified form only provided at **Annexure-II** for credit  proposals sanctioned by them during any quarter prior to expiry of the following quarter viz., application w.r.t. credit facility sanctioned in April–June Quarter must be submitted by the ensuing quarter, i.e. July-September to qualify for consideration under the Scheme.      NABARD or NCDC, as the case may be, shalli. Scrutinize the proposal before sanctioning the Guarantee Cover to the ELI under  the Scheme in accordance with its Terms and Conditions of respective Implementing Agencies.  ii. Insofar as it may be considered necessary, for the purposes of the Scheme,  inspect or call for copies of the Books of Account and other records (including  any Book of Instructions or Manual or Circulars covering general instructions regarding Conduct of Advances) of the Lending Institution or of the Borrower from the Lending Institution.   iii. Such Inspection shall be carried out either through the officers of NABARD or  NCDC, as the case may be, or any other officer of DAC&FW specifically appointed for the purpose of Inspection.   iv. The Investment and Claims Settlement Committee (I&CSC) of NABARD or  NCDC, as the case may be, shall sanction the Guarantee Cover to the concerned Bank based on the findings of the above.   v. The ELI shall enter into an Agreement with NABARD or NCDC, as the case may  be, at the level of the Bank Branch as per the format of Agreement decided by NABARD or NCDC, as the case may be.'"
2879,3113,"' The lending institution shall be bound to comply with such directions as NABARD or NCDC, as the case may be, may deem fit to issue from time to time, for facilitating recoveries of the guaranteed account, or safeguarding its interest as a guarantor.   ix.  The lending institution shall, in particular, refrain from any act either before or subsequent to invocation of guarantee, which may adversely affect the interest of NABARD or NCDC, as the case may be, as the guarantor.   x.  The lending institution shall be bound under the Scheme to intimate in advance to NABARD or NCDC, as the case may be, its intention to enter into any compromise or arrangement, which may have effect of discharge or waiver of primary security.   xi.  Further, the lending institution shall secure for NABARD or NCDC, as the case  may be,  or its appointed agency, through a stipulation in an Agreement with the Borrower or otherwise, the right to list the defaulted Borrowers' names and particulars on the Website of NABARD or NCDC, as the case may be or Integrated Portal'"
2880,3114,"'i. The ELI shall undertake regular desk and /or field monitoring of the borrowing  FPOs.  ii. NABARD or NCDC, as the case may be, shall be authorized to call for   reports  of such monitoring as may be required from time to time.'"
2881,3115,"'i. There shall be an Investment and Claims Settlement Committee (I&CSC) in  NABARD and NCDC. The I&CSC in NABARD will be chaired by its Deputy Managing Director (Dy.MD) or as nominated by Chairman, NABARD in case Dy. MD post is vacant ; while in NCDC, it will be chaired by its Managing Director (MD). The respective Committee may have also representative of States in rotation, Banking Institutions and relevant subject matter Experts apart from a representative of DAC&FW. NABARD may also co-opt a representative from SFAC. The procedure, frequency of conduct of meeting etc. will be decided by respective Organization as may be required.   The I&CSC in NABARD and NCDC will apply their due diligence to scrutinize and  accord the financial sanction to the proposals received from ELIs for Credit Guarantee Cover. NABARD and NCDC will submit by tenth day of next month  the detailed progress of sanctioned credit guarantee cover of the previous month to DAC&FW on prescribed pro-forma. The N-PMAFSC shall be final authority in all policy and strategic decision making in this regard.   ii.  The I&CSC shall have discretion to take decisions in all matters concerning the Fund and its administration, set standards for risk exposure, design the financial structure of the Fund and profit targets, including special consideration for FPO with good track record of recovery.   iii.  The I&CSC shall deliberate upon Policy Issues and Strategy for overall development of the Fund and make recommendations to the NABARD and NCDC, as the case may be, for their approval. The NABARD and NCDC will accord approval and inform N-PMAFSC.  iv.'"
2882,3116,"' The I&CSC shall regularly keep the NABARD and NCDC, as the case may be,   informed about all major decisions and actions taken by it in this regard, and shall work under its overall control and guidance with regard to the Fund and the Scheme. Simultaneously, the NABARD and NCDC will keep the N- PMAFSC apprised about such decisions and actions taken in this regard.  v.  Decisions regarding Guarantee Pay-Outs shall be the primary responsibility of I&CSC which shall meet at least once every quarter or as often as necessary.  vi.   The ELI may invoke the Guarantee in respect of Credit Facility within a maximum   period of one year from the date of NPA, if the conditions set out by NABARD or NCDC, as the case may be , are met out .'"
2883,3117,"'Only such Claim, as is submitted by the ELI and as specified by NABARD or NCDC, as the case may be, from time to time in consultation with N-PMAFSC will be considered .'"
2884,3118,"'NABARD or NCDC, as the case may be ,reserves the right to modify, cancel or replace the scheme or terms and conditions , in any manner whatsoever, that it deems necessary, in consultation with DAC&FW.'"
2885,3121,"'13.1 Capacity building, training and skill development of CEOs/ BoDs and other  stakeholders identified by Nodal training institution, in consultation with DAC&FW, through transfer of technology, innovation is very essential for development of robust FPOs and for running the business activities successfully  on self-sustainable basis. The transfer of technology and innovation, inter alia, includes entire vertical and horizontal aspects of agricultural value chain, managerial aspect including accounting with focus on value addition, processing, and marketing. The subject matter of training will cover topics ranging from Organisational management/behaviour, crop husbandry, value addition, processing, marketing, trading, export, supply chain, grading, branding, packaging, accounting, auditing, compliance requirements, incubation, ICT & MIS as may be relevant for promotion of FPOs including  case studies in best practices if any.  13.2 The Bankers Institute of Rural Development (BIRD), Lucknow promoted by  NABARD is designated as Nodal Training Institution at central level for FPOs  promoted by NABARD and SFAC and other allowed/designated Implementing Agencies whether incorporated under Part IX A of Companies Act or registered under Co-operative Societies Act. The BIRD will work in partnership with other reputed organisations like NIRD, MANAGE, NIAM, NIFTEM, VAMNICOM and such other national and regional institutions such as IRMA, Anand and ASCI, Hyderabad, State and Central Government Agriculture Universities, National Level Skill Development Universities, KVKs and other National Level Management and Skill Development Institutions etc. The BIRD in consultation with NABARD and DAC&FW will prepare a training module and training schedule for the ensuing year, which will be got approved by N-PMAFSC.  13.3 Training expenses, in case of BIRD being nodal agency, will be equally shared by  DAC&FW and NABARD. BIRD through NABARD will claim the expenses from DAC&FW and will also submit the utilization certificate through NABARD after  the training programme is over.'"
2886,3122,"' 13.4 Laxmanrao  Imandar  National  Academy  for  Co-operative  Research  &  Development (LINAC), Gurugram promoted by NCDC is designated as Nodal Training Institution at central level for FPOs registered under Co-operative Societies Act and promoted by NCDC. The LINAC will work in partnership with other reputed national and regional training institutions like NIAM, VAMNICOM, MANAGE, NIRD, NCCT, IRMA, ASCI, State and Central Agriculture Universities,  KVK, very reputed National level Management and Skill Development Institutions/Universities etc.  The LINAC in consultation with NCDC and DAC&FW will prepare a training module and training schedule for the ensuing year, which will be got approved by N-PMAFSC. As regards training expenses, in case of LINAC being nodal agency, the LINAC through NCDC will claim the expenses from DAC&FW and will also submit the utilization certificate through NCDC after the training programme is over.  13.5 DAC&FW in due course may also identify and designate other training institute(s)  as additional Nodal Training Institute at central level, which will undertake training and skill development partnering with other national and regional level institutes.   13.6 The central Nodal Training Institutes will ensure that training programme be held  preferably in same State/UT wherein FPO trainees located are proposed to participate to reduce the burden on transportation(TA/DA) cost. While formulating the training schedule, Nodal Training Institutes will ensure that BoDs, CEOs/Managers and other stakeholders etc. are trained twice in a year. Nodal Training Institutes will have to make boarding and lodging arrangements for the  trainees and will also reimburse to and fro journey tickets to the extent of sleeper class train tickets and/or ordinary bus fare. Nodal Training Institutions will also evolve methodology to monitor and track the performance of trainees and their FPO organization to ensure effectiveness of training being provided.'"
2887,3123,'Nodal Institutions will also provide the annual summary of various training provided and their effectiveness to national level Project Management Advisory and Fund Sanctioning Committee (N-PMAFSC) constituted   in DAC&FW.  13.7  Nodal  Training  Institutions  may  also  develop  various  video  based  demonstrative/interactive e-learning modules in relevant subjects and made available in local languages to widely disseminate knowledge to new and existing FPOs.  13.8 Nodal training Institutes may also develop distance learning Diploma Program in  FPO management for members of new and existing FPOs so as it may foster in  future trained and professional FPO managers/accountants like that for Industry.  13.9 There is budgetary provision of Rs. 3.0 crore each year by DAC&FW for four  years for training through specialized institutions and NABARD will be contributing on matching basis for the capacity building to be undertaken by BIRD (in consultation with N-PMAFSC) partnering with other National and Regional level institutions.'
2888,3124,"'Considering the significance of effective implementation and better monitoring mechanism for success of a scheme, there is a well-structured, institutionalized three tired structure at National level, State level and District level for effective implementation and monitoring of formation and promotion of FPOs.'"
